Gegevens gemeenten 2024			Tarieven, bedragen en mutaties																																																												
4	0166	Kampen	0,1044	8,2	0,2781	0,9	0,1986	3,6	0	2,0	415		213	0,0	243	0,0		127	0,0	127	0,0																				0	0	755	4	785	4		1,50	1,50	0,0	95,52	9,9	2,30	9,5		83,35	7,1	75,80	7,8	51,10	14,5	9,60	9,7
4	0168	Losser	0,1155	7,5	0,2905	9,3	0,2097	7,7	1	8,6	486		249	-0,5	280	0,1		349	10,9	349	10,9	349	10,9	349	10,9	349	10,9	349	10,9	349	10,9	1743	10,9	1743	10,9	4183	10,9	19392	2,8		0	0	1.083	7	1.114	7		1,40	1,95	21,9	0,00	0,0	0,00	0,0		83,87	7,7	75,80	7,7	51,10	14,5	18,80	3,9
4	0173	Oldenzaal	0,1020	9,6	0,3633	5,9	0,2827	5,4	1	5,7	432		247	-2,7	283	-1,6		229	12,8	229	12,8	229	12,8	229	12,8	229	12,8	229	12,8	229	12,8	229	12,8	229	12,8	229	12,8	229	12,8		0	0	908	7	945	7		0,85	1,60	0,0	0,00	0,0	1,30	0,0		83,87	7,7	75,80	7,7	51,11	14,5	14,70	8,9
4	1773	Olst-Wijhe	0,1250	3,5	0,2986	2,0	0,2396	4,3	1	3,0	569		241	4,8	264	4,3		238	3,7	238	3,7	238	3,7	238	3,7	238	3,7	238	3,7	238	3,7	476	3,7	476	3,7	693	3,7	1089	3,7		0	0	1.048	4	1.071	4		1,50	1,50	50,0	0,00	0,0	0,00	0,0		83,87	7,7	75,80	7,7	51,10	14,5	12,25	3,8
4	0175	Ommen	0,0780	5,5	0,2090	2,9	0,1501	3,0	0	3,0	364		204	5,2	235	4,4		232	2,7	232	2,7	232	2,7	232	2,7	232	2,7	232	2,7	232	2,7	877	2,8	877	2,8	1691	2,7	6147	2,5		0	0	800	5	831	4		1,10	1,10	0,0	0,00	0,0	alleen parkeervergunning	alleen parkeervergunning		83,87	7,7	75,80	7,8	51,11	14,5	13,50	3,1
4	0177	Raalte	0,0878	-0,3	0,2324	-2,9	0,1899	0,1	0	-1,6	393		180	9,0	226	7,1		255	5,9	255	5,9	255	5,9	255	5,9	255	5,9	255	5,9	255	5,9	756	5,9	756	5,9	1260	5,9	2771	5,9		0	0	829	3	874	3		1,50	1,50	50,0	0,00	0,0	0,00	0,0		83,87	7,7	75,80	7,8	51,10	14,5	14,00	8,1
4	1742	Rijssen-Holten	0,0796	8,7	0,2558	8,8	0,2047	9,0	0	8,9	346		120	-27,7	150	-30,9		179	4,1	179	4,1	179	4,1	179	4,1	179	4,1	179	4,1	179	4,1	1688	4,1	2066	4,1	5200	4,1	15711	4,1		0	0	645	-2	675	-5		0,95	0,95	11,8	25,50	-35,4	0,00	0,0		83,85	7,7	75,80	7,8	51,10	14,5	7,50	0,0
4	0180	Staphorst	0,1060	1,9	0,2359	0,5	0,1978	3,7	0	2,0	416		231	4,5	255	4,1		208	0,0	208	0,0	208	0,0	208	0,0	208	0,0	208	0,0	208	0,0	517	0,0	585	0,0	1180	0,0	5260	0,0		0	0	855	2	879	2		1,00	1,00	0,0	48,00	2,1	0,00	0,0		83,85	7,9	75,80	7,8	51,10	14,5	7,50	0,0
4	1708	Steenwijkerland	0,0773	2,1	0,2186	3,5	0,1768	3,5	0	3,5	294		224	1,6	257	1,4		208	2,4	208	2,4																				0	0	726	2	759	2		1,10	1,10	0,0	0,00	0,0	0,00	0,0		83,87	7,7	75,80	7,7	51,11	14,5	6,70	2,3
4	0183	Tubbergen	0,0918	8,0	0,2252	10,3	0,1734	10,1	0	10,2	443		192	95,8	217	76,3		294	11,4	294	11,4	294	11,4	294	11,4	294	11,4	368	8,9	443	7,3	1560	-2,8	1858	-2,3	4465	-1,0	14970	0,2		0	0	929	20	954	20		0,70	1,05	0,0	0,00	0,0	0,00	0,0		83,50	7,7	75,00	11,1	48,15	13,3	6,50	8,3
4	1700	Twenterand	0,1269	2,0	0,2445	-0,9	0,2406	-4,6	0	-2,8	502		156	-6,6	197	-5,3		279	2,5	279	2,5	279	2,5	279	2,5	279	2,5	279	2,5	279	2,5	1471	2,5	1761	2,5	3946	2,5	11204	0,3		0	0	936	1	977	1		1,15	1,15	4,6	0,00	0,0	0,00	0,0		83,87	7,7	75,80	7,7	51,10	14,5	8,00	6,7
4	0189	Wierden	0,0852	2,9	0,2186	3,1	0,1749	3,1	0	3,1	401		217	12,4	245	10,9		322	5,7	322	5,7	322	5,7	322	5,7	322	5,7	322	5,7	322	5,7	322	5,7	322	5,7	322	5,7	322	5,7		0	0	940	6	968	6		1,25	1,25	4,2	0,00	0,0	0,00	0,0		83,85	7,7	75,80	7,8	51,10	14,5	9,30	5,1
4	1896	Zwartewaterland	0,0908	7,8	0,2602	8,6	0,1938	8,6	0	8,6	325		222	6,7	245	6,1		258	10,3	314	10,2	314	10,2	606	10,2	909	10,2	1212	10,2	1515	10,2	6363	10,2	7575	10,2	18180	10,2	90900	10,2		0	0	804	8	884	8		1,10	1,10	4,8	72,00	7,5	0,00	0,0		83,85	7,7	75,80	7,8	51,10	14,5	7,50	0,0
4	0193	Zwolle	0,0989	6,4	0,4909	9,0	0,3967	9,0	1	9,0	432		229	-9,8	300	3,5		121	6,1	121	6,1	121	6,1	121	6,1	121	6,1	121	6,1	121	6,1	831	6,1	993	6,1	2397	5,4	10078	6,1		0	0	782	1	854	5		1,10	2,50	25,0	0,00	0,0	3,30	0,0		83,85	7,7	75,80	7,8	51,10	14,5	16,75	6,0
5	0197	Aalten	0,0974	7,1	0,2096	4,7	0,1566	5,5	0	5,0	357		123	5,5	144	4,9		98	1,4	178	1,4	145	1,4	290	1,4	435	1,4	580	1,4	725	1,4	3045	1,4	3625	1,4	6473	1,6	8231	1,6		0	0	578	6	679	5		1,35	1,35	0,0	32,50	-33,3	0,00	0,0		83,85	7,7	75,80	7,8	51,10	14,5	7,50	5,6
5	0200	Apeldoorn	0,1014	3,6	0,4829	3,2	0,3804	3,2	1	3,2	472		286	6,3	299	6,0		208	3,5	208	3,5																				0	0	965	17	979	17		0,62	2,79	3,0	37,50	-51,6	3,56	6,0		83,85	7,9	75,80	7,8	51,10	14,5	17,00	6,6
5	0202	Arnhem	0,1102	5,9	0,7026	5,2	0,1756	5,2	1	5,2	483		253	13,7	337	13,7		218	4,3	218	4,3																				0	0	954	7	1.038	8		1,00	2,50	0,0	0,00	0,0	3,50	2,9		83,85	7,7	75,80	7,8	51,10	14,5	11,80	0,0
5	0203	Barneveld	0,0744	4,9	0,2080	5,2	0,1641	5,3	0	5,2	396		201	2,0	335	2,0		210	4,0	210	4,0	210	4,0	210	4,0	210	4,0	235	3,6	285	2,9	1085	0,8	1285	0,6	3035	0,3	12535	0,1		0	0	806	4	940	4		1,19	1,19	4,4	55,75	3,8	1,20	0,0		83,85	7,7	75,80	7,8	51,10	14,5	16,60	5,7
5	1945	Berg en Dal	0,0796	8,2	0,2372	6,2	0,1962	6,3	0	6,2	348		224	-0,6	319	-0,6		213	4,4	285	4,4	213	4,4	355	4,4	551	4,6	551	4,6	551	4,6	1763	4,5	1763	4,5	3506	4,5	15707	4,5		0	0	786	5	953	4		1,03	1,63	0,0	0,00	0,0	0,00	0,0		83,85	7,9	75,80	7,8	48,15	7,8	11,20	4,7
5	1859	Berkelland	0,1041	12,2	0,2340	2,7	0,1809	1,5	0	2,2	447		142	3,0	195	3,0		307	3,1	379	3,1	350	3,1	482	3,1	614	3,1	746	3,1	878	3,1	2924	3,2	3428	3,2	6948	3,0	23028	3,1		0	0	897	7	1.022	7		1,25	1,25	0,0	0,00	0,0	0,00	0,0		83,87	7,7	75,80	7,7	51,11	14,5	7,90	4,0
5	0209	Beuningen	0,1172	10,0	0,5488	6,3	0,4154	7,6	1	6,9	525		195	8,5	204	8,1		223	0,0	223	0,0	223	0,0	223	0,0	223	0,0	223	0,0	223	0,0	223	0,0	223	0,0	223	0,0	223	0,0		0	0	943	7	952	7		2,00	2,00	19,1	92,60	3,0	0,00	0,0		83,87	7,9	75,80	7,8	51,11	22,9	15,10	2,7
5	1876	Bronckhorst	0,0871	5,8	0,2129	4,2	0,1634	3,8	0	4,1	440		244	5,3	291	4,6		295	8,3	295	8,3	295	8,3	295	8,3	295	8,3	295	8,3	295	8,3	295	8,3	295	8,3	295	8,3	295	8,3		0	0	980	6	1.027	6		0,80	1,30	0,0	0,00	0,0	0,00	0,0		83,87	7,7	75,80	7,7	51,11	14,5	13,80	6,2
5	0213	Brummen	0,1306	0,1	0,3034	-11,1	0,3404	24,8	1	4,8	604		174	3,9	222	3,8		240	24,9	394	24,9	330	24,9	611	24,9	892	24,9	1173	24,9	1454	24,9	5950	24,9	7074	24,9	16909	24,9	84349	24,9		0	0	1.019	6	1.221	8		1,50	2,50	34,4	0,00	0,0	0,00	0,0		83,55	7,3	75,80	7,8	51,10	14,5	10,20	4,1
5	0214	Buren	0,1255	8,0	0,2591	1,7	0,1943	-0,9	0	0,6	619		340	8,3	363	7,7		250	2,0	250	2,0	500	2,0	500	2,0	500	2,0	500	2,0	500	2,0	500	2,0	500	2,0	500	2,0	500	2,0		0	0	1.210	7	1.232	7		1,25	1,29	0,8	42,00	-10,6	0,00	0,0		83,87	7,8	75,80	7,8	51,11	14,5	10,15	2,5
5	0216	Culemborg	0,1022	5,4	0,3422	3,4	0,3627	3,4	1	3,4	460		342	8,2	367	7,6		264	42,7	264	42,7	528	185,4	528	185,4	528	185,4	528	185,4	528	185,4	528	185,4	528	185,4	528	185,4	528	185,4		0	0	1.066	14	1.090	13		0,80	0,80	0,0	60,05	3,1	1,10	10,0		83,85	7,7	75,80	7,8	51,10	14,5	17,40	3,3
5	0221	Doesburg	0,1209	4,7	0,1952	-10,8	0,1314	-17,7	0	-13,7	445		271	0,0	302	0,0		173	4,1	313	4,1	255	4,1	510	4,1	765	4,1	1020	4,1	1275	4,1	5355	4,1	6375	4,1	15300	4,1	76500	4,1		0	0	889	3	1.060	3		1,80	2,80	9,8	55,40	4,5	1,50	3,5		83,85	7,7	75,85	7,8	51,10	14,5	12,20	4,7
5	0222	Doetinchem	0,0958	3,2	0,2888	4,3	0,2610	5,1	1	4,7	365		283	1,7	355	2,7		237	3,0	237	3,0	237	3,0	237	3,0	237	3,0	237	3,0	237	3,0	237	3,0	237	3,0	237	3,0	237	3,0		0	0	886	16	957	15		1,00	1,50	0,0	0,00	0,0	2,40	0,0		83,85	7,7	75,80	7,8	51,10	14,5	12,30	2,9
5	0225	Druten	0,1071	13,9	0,2681	18,6	0,2097	10,8	0	15,0	454		148	-4,2	216	-2,1		252	2,9	252	2,9	252	2,9	252	2,9	252	2,9	252	2,9	252	2,9	252	2,9	252	2,9	252	2,9	252	2,9		0	0	854	7	922	7		0,00	0,00	0,0	93,12	2,9	0,00	0,0		83,85	7,7	75,80	7,8	51,10	14,5	9,95	3,1
5	0226	Duiven	0,1030	4,3	0,1945	4,3	0,1489	4,3	0	4,3	415		245	15,4	282	14,6		128	4,4	231	4,4	188	4,4	376	4,4	564	4,4	752	4,4	940	4,4	3948	4,4	4700	4,4	11280	4,4	56400	4,4		0	0	788	8	927	7		1,10	2,00	0,0	0,00	0,0	0,00	0,0		83,85	7,7	75,80	7,8	51,10	14,5	11,15	4,2
5	0228	Ede	0,0835	8,7	0,2442	12,8	0,1948	12,9	0	12,9	411		248	12,8	272	11,5		165	6,7	165	6,7																				0	0	824	9	848	9		1,28	1,70	4,9	41,64	9,8	1,76	0,0		83,85	7,7	75,70	7,6	51,10	14,5	12,15	6,1
5	0230	Elburg	0,0950	7,4	0,2000	9,4	0,1700	16,9	0	12,7	403		192	7,3	289	7,3		226	5,0	226	5,0	226	5,0	226	5,0	400	5,0	400	5,0	573	5,0	1961	5,0	2308	5,0	5256	5,0	26070	5,0		0	0	821	7	918	7		1,60	1,60	3,2	0,00	0,0	alleen parkeervergunning	alleen parkeervergunning		83,85	7,7	75,80	7,8	51,10	14,5	9,00	4,7
5	0232	Epe	0,0764	5,4	0,1843	6,2	0,1307	8,1	0	7,0	419		258	6,7	295	6,1		158	9,7	219	9,6	158	9,7	219	9,6	219	9,6	353	9,5	353	9,5	1096	9,4	2188	9,4	4429	9,4	18740	9,4		0	0	835	7	933	7		1,00	1,40	12,0	0,00	0,0	0,00	0,0		83,85	7,7	75,80	7,8	51,10	14,5	10,80	8,0
5	0233	Ermelo	0,1358	3,5	0,3572	4,9	0,2851	4,9	1	4,9	722		156	2,7	215	2,5		195	0,0	220	0,0	195	0,0	220	0,0	245	0,0	245	0,0	245	0,0	1495	0,0	1495	0,0	2245	0,0	8995	0,0		0	0	1.073	3	1.157	3		1,66	2,22	6,7	0,00	0,0	0,00	0,0		83,85	8,9	75,80	8,3	51,00	15,9	8,00	0,0
5	0243	Harderwijk	0,0917	3,7	0,2587	5,2	0,2077	5,2	0	5,2	434		221	39,9	261	14,5		156	5,6	156	5,6	245	1,3	245	1,3	245	1,3	245	1,3	245	1,3	245	1,3	245	1,3	245	1,3	245	1,3		0	0	811	12	850	7		1,68	1,68	5,0	65,98	2,1	2,10	5,0		83,85	7,9	75,80	7,8	51,10	14,5	8,90	3,5
5	0244	Hattem	0,1241	8,3	0,4123	17,3	0,2317	-4,1	1	8,6	623		241	3,7	265	3,4		251	8,2	251	8,2																				0	0	1.114	7	1.138	7		1,86	2,33	14,8	0,00	0,0	0,00	0,0		83,85	7,7	75,80	7,8	51,10	14,5	7,90	4,0
5	0246	Heerde	0,1211	7,8	0,3312	6,4	0,2441	6,4	1	6,4	602		225	2,9	259	2,8		180	3,1	180	3,1																				0	0	1.008	6	1.041	6		1,50	1,50	0,0	0,00	0,0	0,00	0,0		83,85	7,9	75,80	7,8	51,10	22,8	10,80	2,9
5	0252	Heumen	0,1195	0,3	0,3704	7,5	0,2854	7,6	1	7,6	564		164	3,4	233	3,7		167	2,1	167	2,1	167	2,1	167	2,1	167	2,1	167	2,1	167	2,1	167	2,1	167	2,1	167	2,1	167	2,1		0	0	895	1	964	1		0,00	0,00	0,0	97,30	3,1	0,00	0,0		83,85	7,9	75,80	7,8	51,10	14,5	14,95	0,0
5	1705	Lingewaard	0,1283	5,2	0,3103	9,4	0,2480	9,4	1	9,4	572		234	2,9	264	2,8		218	2,0	218	2,0	218	2,0	218	2,0	218	2,0	218	2,0	253	2,1	807	2,7	946	2,8	2158	2,9	10472	3,0		0	0	1.025	4	1.055	4		1,00	1,00	0,0	62,04	3,0	0,00	0,0		83,85	7,7	75,80	7,8	51,10	14,5	12,00	2,6
5	0262	Lochem	0,0600	3,5	0,1349	7,1	0,1162	6,7	0	6,9	329		226	6,6	287	5,9		333	0,0	333	0,0	333	0,0	333	0,0	333	0,0	604	0,0	604	0,0	4402	0,0	5098	0,0	9927	0,0	23862	0,0		0	0	887	3	949	3		1,00	2,75	5,8	0,00	0,0	alleen parkeervergunning	alleen parkeervergunning		83,85	7,7	75,80	7,8	51,10	14,5	8,30	4,4
5	0263	Maasdriel	0,0882	4,6	0,3018	4,7	0,2371	4,7	1	4,7	415		329	8,6	340	8,3		260	0,5	277	0,9	270	0,8	302	1,3	344	1,8	386	2,1	428	2,4	1144	3,8	1328	3,9	2978	4,2	14978	4,2		0	0	1.003	5	1.031	5		1,58	1,58	6,8	43,00	4,9	0,00	0,0		83,87	7,8	75,80	7,8	51,11	14,5	16,00	6,7
5	1955	Montferland	0,1190	8,1	0,2548	4,9	0,2054	5,0	0	5,0	418		247	11,8	275	10,4		182	3,9	329	3,9	268	3,9	536	3,9	804	3,9	1072	3,9	1340	3,9	5628	3,9	6700	3,9	16080	3,9	80400	3,9		0	0	847	8	1.022	7		1,25	1,25	0,0	46,58	-33,3	alleen parkeervergunning	alleen parkeervergunning		83,85	7,7	75,80	7,8	51,10	14,5	13,50	3,9
5	1740	Neder-Betuwe	0,1175	-1,3	0,2415	2,1	0,1503	-12,0	0	-3,8	498		338	8,3	358	7,8		241	0,0	241	0,0	241	0,0	241	0,0	241	0,0	241	0,0	241	0,0	241	0,0	241	0,0	241	0,0	241	0,0		0	0	1.077	2	1.097	2		1,34	1,34	3,9	79,41	3,9	0,00	0,0		83,87	7,8	75,80	7,8	51,11	14,5	8,05	3,9
5	0267	Nijkerk	0,0781	4,0	0,2374	4,7	0,1765	4,7	0	4,7	409		200	15,5	220	14,4		117	9,8	117	9,8	117	9,8	117	9,8	135	9,9	153	9,9	171	10,0	579	10,1	651	10,1	1289	10,2	5657	10,3		0	0	726	8	746	8		1,05	1,90	5,6	48,00	4,4	0,90	0,0		83,87	7,8	75,80	7,8	51,11	14,5	15,00	4,5
5	0268	Nijmegen	0,1781	8,3	1,0015	8,2	0,0000	nvt	1	8,2	856		16	0,0	32	0,0		227	6,3	227	6,3																				0	0	1.099	8	1.115	8		0,89	3,42	7,9	0,00	0,0	3,60	5,9		83,85	7,7	75,80	7,8	51,11	16,6	16,80	8,0
5	0302	Nunspeet	0,0902	4,9	0,2072	8,3	0,1662	8,7	0	8,5	448		180	5,6	250	8,4		143	7,6	143	7,6	323	7,9	323	7,9	323	7,9	323	7,9	323	7,9	323	7,9	323	7,9	323	7,9	323	7,9		0	0	770	6	841	6		1,30	1,30	13,0	0,00	0,0	0,00	0,0		83,85	7,7	75,80	7,8	51,10	14,5	7,80	5,4
5	0269	Oldebroek	0,1070	4,4	0,3113	3,7	0,2237	3,8	1	3,8	454		232	0,0	280	0,0		158	4,4	158	4,4	158	4,4	158	4,4	158	4,4	158	4,4	158	4,4	772	4,4	772	4,4	1721	4,5	7355	4,5		0	0	844	3	893	3		1,65	1,65	3,8	0,00	0,0	0,00	0,0		83,85	7,7	75,80	7,8	51,10	14,5	9,95	3,1
5	1586	Oost Gelre	0,1200	3,9	0,1820	0,3	0,1470	-2,9	0	-1,2	410		222	3,7	231	3,6		115	17,2	208	17,2	170	17,2	340	17,2	510	17,2	680	17,2	850	17,2	3570	17,2	4250	17,2	10200	17,2	51000	17,2		0	0	748	6	850	7		1,41	1,41	1,4	58,30	2,0	0,00	0,0		83,85	7,7	75,80	7,7	51,11	14,5	9,00	4,1
5	1509	Oude IJsselstreek	0,1151	3,2	0,1747	6,6	0,1343	-2,4	0	2,5	438		201	11,5	289	20,5		294	22,0	294	22,0	294	22,0	294	22,0	294	22,0	294	22,0	294	22,0	294	22,0	294	22,0	294	22,0	294	22,0		0	0	932	10	1.021	13		1,45	1,45	2,8	0,00	0,0	0,00	0,0		83,85	7,9	75,80	7,8	51,10	14,5	8,75	2,9
5	1734	Overbetuwe	0,0790	4,3	0,1513	10,9	0,1224	11,0	0	11,0	370		270	4,1	315	3,4		107	27,4	107	27,4	107	27,4	107	27,4	107	27,4	107	27,4	107	27,4	213	27,4	213	27,4	540	28,6	2700	28,6		0	0	746	7	792	7		0,00	0,00	0,0	73,32	3,9	0,00	0,0		83,85	7,7	75,80	7,8	51,10	14,5	12,50	4,2
5	0273	Putten	0,0628	4,7	0,1985	6,0	0,1584	6,7	0	6,3	353		167	8,6	196	7,7		204	-6,8	204	-6,8	204	-6,8	204	-6,8	296	-3,6	296	-3,6	296	-39,0	1039	2,1	1039	-10,5	2084	-3,5	8940	2,9		0	0	724	2	753	2		1,39	1,95	4,8	0,00	0,0	0,00	0,0		83,85	7,7	75,80	7,8	51,10	14,5	10,45	4,5
5	0274	Renkum	0,1114	16,9	0,4307	23,2	0,3371	25,7	1	24,3	558		254	-0,5	317	-0,5		244	6,7	433	6,7	715	6,7	715	6,7	968	6,7	968	6,7	968	6,7	2734	6,7	2986	6,7	6519	6,7	10810	6,7		0	0	1.056	10	1.307	9		1,40	2,50	4,2	38,10	-33,4	0,00	0,0		83,85	7,7	75,80	7,8	51,10	14,5	12,05	4,8
5	0275	Rheden	0,1054	11,3	0,2754	12,5	0,2156	12,1	0	12,3	473		229	8,2	272	4,9		207	5,0	207	5,0	282	5,0	282	5,0	525	5,0	525	5,0	525	5,0	3253	5,0	3253	5,0	3253	5,0	24548	5,0		0	0	910	9	953	8		2,09	2,48	18,7	39,30	3,0	0,00	0,0		81,50	7,5	74,00	8,0	49,25	18,4	13,15	6,1
5	0277	Rozendaal	0,0875	10,3	0,1661	12,3	0,1335	12,3	0	12,3	713		275	0,4	310	0,3		220	0,0	220	0,0	220	0,0	220	0,0	220	0,0	220	0,0	220	0,0	220	0,0	220	0,0	220	0,0	220	0,0		0	0	1.208	6	1.243	6		0,00	0,00	0,0	0,00	0,0	0,00	0,0		83,80	7,7	63,40	7,8	48,00	7,5	0,00	0,0
5	0279	Scherpenzeel	0,0926	5,9	0,2480	10,2	0,1718	11,8	0	10,9	428		239	9,7	258	9,5		250	3,7	250	3,7	272	3,7	272	3,7	272	3,7	272	3,7	272	3,7	1316	3,7	1577	3,7	3860	3,7	19515	3,7		0	0	917	6	937	6		1,87	1,87	0,0	78,60	3,5	0,00	0,0		83,85	7,9	75,80	7,8	48,15	7,8	9,20	3,4
5	0281	Tiel	0,0990	3,3	0,3299	4,1	0,2518	4,1	1	4,1	414		342	8,2	367	7,6		186	3,1	240	3,0	240	3,0	240	3,0	240	3,0	240	3,0	240	3,0	976	0,7	1160	0,6	2770	0,3	13810	0,1		0	0	942	5	1.021	5		1,50	2,00	0,0	86,75	3,0	3,20	0,0		83,85	7,7	75,80	7,8	51,10	14,5	15,00	29,3
5	0285	Voorst	0,1069	9,7	0,2736	11,7	0,2213	13,3	0	12,4	563		198	2,7	222	2,7		224	0,0	224	0,0	224	0,0	224	0,0	224	0,0	224	0,0	224	0,0	1121	0,0	1121	0,0	2241	0,0	4482	0,0		0	0	985	6	1.009	6		1,41	2,07	3,0	0,00	0,0	0,00	0,0		77,85	0,0	70,35	0,0	51,10	14,5	8,80	2,9
5	0289	Wageningen	0,1171	1,4	0,4165	14,0	0,3335	14,0	1	14,0	611		271	1,8	352	1,8		128	17,9	179	17,9	159	13,1	216	13,6	273	13,9	330	14,1	387	14,2	1866	22,5	2202	21,4	5142	18,1	25302	16,2		0	0	1.010	3	1.142	4		2,03	2,03	4,1	86,40	4,3	1,90	5,6		83,87	7,7	75,80	7,7	51,11	14,5	21,90	4,3
5	1960	West Betuwe	0,1033	5,5	0,3074	4,9	0,2576	4,9	1	4,9	503		330	8,6	342	8,2		443	6,2	443	6,2	443	6,2	443	6,2	443	6,2	443	6,2	443	6,2	1858	6,1	2212	6,1	3986	6,1	6983	6,1		0	0	1.277	7	1.289	6		1,50	1,50	0,0	0,00	0,0	0,60	0,0		83,85	7,7	75,80	7,8	51,10	14,5	16,60	5,7
